dataset,theme_id,entity_level,entity_id,mapping_status,mapping_rationale,annotation_source,confidence,approved_for_manuscript_interpretation,mapping_role
microglia,autophagy_lysosome_endosome,module,WGCNA_m08,manual_review_candidate,Autophagy/endolysosomal GO enrichment is borderline while the reviewed primary biological identity is synaptic/postsynaptic; it remains unmatched for manuscript interpretation,Same-dataset WGCNA_module_GO_enrichment_long.csv,moderate,FALSE,secondary_multifunctional
microglia,chromatin_organization,module,WGCNA_m11,approved,Exact same-dataset chromatin-remodeling GO support is strong; approved only as a secondary multifunctional facet of the reviewed RNA-splicing/RNP module,Stage07 reviewed label + same-dataset WGCNA_module_GO_enrichment_long.csv,high,TRUE,secondary_multifunctional
microglia,epithelial_epidermal_qc,module,WGCNA_m09,qc_context_only,Significant epidermal and skin-development GO branches are retained as QC context and cannot support a neuronal development claim,Same-dataset WGCNA_module_GO_enrichment_long.csv,high,FALSE
neuron_neuropil,synaptic_signaling_vesicle,module,WGCNA_m01,approved,Reviewed synaptic trafficking label plus significant synaptic signaling GO terms,Stage07 reviewed label + same-dataset WGCNA_module_GO_enrichment_long.csv,high,TRUE
neuron_neuropil,mitochondrial_respiration_oxphos,module,WGCNA_m02,approved,Reviewed mitochondrial label plus significant respiration and electron-transport GO terms; generic metabolism is not used,Stage07 reviewed label + same-dataset WGCNA_module_GO_enrichment_long.csv,high,TRUE
neuron_neuropil,synaptic_signaling_vesicle,module,WGCNA_m04,approved,Reviewed synaptic trafficking label plus significant synaptic vesicle/endosomal transport GO terms,Stage07 reviewed label + same-dataset WGCNA_module_GO_enrichment_long.csv,high,TRUE
neuron_neuropil,synaptic_signaling_vesicle,module,WGCNA_m05,approved,Reviewed synaptic trafficking label plus significant synaptic vesicle organization GO evidence,Stage07 reviewed label + same-dataset WGCNA_module_GO_enrichment_long.csv,high,TRUE
neuron_neuropil,ribosome_translation,module,WGCNA_m08,approved,Reviewed translation/proteostasis label plus significant translation GO terms,Stage07 reviewed label + same-dataset WGCNA_module_GO_enrichment_long.csv,high,TRUE
neuron_neuropil,synaptic_signaling_vesicle,module,WGCNA_m10,approved,Reviewed synaptic trafficking label plus significant synaptic signaling GO terms,Stage07 reviewed label + same-dataset WGCNA_module_GO_enrichment_long.csv,high,TRUE
neuron_neuropil,rna_processing_splicing_rnp,module,WGCNA_m12,approved,Reviewed secondary RNA/RNP annotation plus strong significant RNA-processing and RNP-biogenesis GO terms,Stage07 reviewed label + same-dataset WGCNA_module_GO_enrichment_long.csv,high,TRUE
neuron_neuropil,ribosome_translation,module,WGCNA_m12,approved,Reviewed translation/proteostasis label plus significant translation and ribosome-biogenesis GO terms,Stage07 reviewed label + same-dataset WGCNA_module_GO_enrichment_long.csv,high,TRUE
neuron_neuropil,rna_processing_splicing_rnp,module,WGCNA_m14,approved,Reviewed secondary RNA/RNP annotation plus significant RNP-biogenesis GO terms,Stage07 reviewed label + same-dataset WGCNA_module_GO_enrichment_long.csv,high,TRUE
neuron_neuropil,ribosome_translation,module,WGCNA_m14,approved,Reviewed translation/proteostasis label plus significant translation GO terms,Stage07 reviewed label + same-dataset WGCNA_module_GO_enrichment_long.csv,high,TRUE
neuron_neuropil,synaptic_signaling_vesicle,supermodule,SM02,approved,Genuine three-module synaptic block with reviewed label and synaptic-theme GO support in members m01 and m10,Stage07 reviewed supermodule label + canonical membership + same-dataset module GO,high,TRUE
neuron_neuropil,mitochondrial_respiration_oxphos,supermodule,SM03,approved,Genuine two-module mitochondrial block with reviewed label and respiration/OXPHOS GO support in member m02,Stage07 reviewed supermodule label + canonical membership + same-dataset module GO,high,TRUE
neuron_neuropil,rna_processing_splicing_rnp,supermodule,SM06,approved,Genuine two-module mixed RNA/translation block with reviewed RNA/RNP annotation,Stage07 reviewed supermodule label + canonical membership,moderate,TRUE
neuron_neuropil,ribosome_translation,supermodule,SM06,approved,Genuine two-module mixed RNA/translation block with reviewed translation/proteostasis annotation,Stage07 reviewed supermodule label + canonical membership,moderate,TRUE
neuron_neuropil,synaptic_signaling_vesicle,supermodule,SM07,approved,Genuine five-module block with reviewed synaptic component and synaptic-theme GO support in members m04 and m05,Stage07 reviewed supermodule label + canonical membership + same-dataset module GO,moderate,TRUE
neuron_neuropil,ribosome_translation,supermodule,SM07,approved,Genuine five-module block with reviewed translation component and translation-theme GO support in members m08 and m14,Stage07 reviewed supermodule label + canonical membership + same-dataset module GO,moderate,TRUE
neuron_neuropil,autophagy_lysosome_endosome,module,WGCNA_m04,manual_review_candidate,Autophagy/endosomal GO evidence is present but the reviewed identity is synaptic trafficking,Same-dataset WGCNA_module_GO_enrichment_long.csv,moderate,FALSE
neuron_neuropil,autophagy_lysosome_endosome,module,WGCNA_m05,approved,Exact same-dataset autophagy/lysosome GO support is retained; approved only as a secondary multifunctional facet while the reviewed primary identity remains synaptic trafficking,Stage07 reviewed label + same-dataset WGCNA_module_GO_enrichment_long.csv + canonical feature universe,high,TRUE,secondary_multifunctional
neuron_neuropil,chromatin_organization,module,WGCNA_m12,approved,Multiple exact same-dataset chromatin organization/remodeling GO terms support this facet; approved only as secondary multifunctional alongside existing translation and RNA/RNP relationships,Stage07 reviewed label + same-dataset WGCNA_module_GO_enrichment_long.csv,high,TRUE,secondary_multifunctional
neuron_neuropil,epithelial_epidermal_qc,module,WGCNA_m10,qc_context_only,Epidermal branch is retained only as QC context despite concurrent synaptic biological identity,Same-dataset WGCNA_module_GO_enrichment_long.csv,high,FALSE
neuron_neuropil,cytoskeleton_structure,module,WGCNA_m15,qc_context_only,Intermediate-filament branch is a registry QC theme and cannot create a general neuronal cytoskeletal claim,Same-dataset WGCNA_module_GO_enrichment_long.csv,high,FALSE
neuron_neuropil,epithelial_epidermal_qc,module,WGCNA_m15,qc_context_only,Epidermal and skin-development enrichment is retained only as QC context and not as neuronal development evidence,Same-dataset WGCNA_module_GO_enrichment_long.csv,high,FALSE
neuron_soma,rna_processing_splicing_rnp,module,WGCNA_m02,approved,Reviewed RNA/RNP label plus strong significant RNA-processing and RNP-biogenesis GO terms,Stage07 reviewed label + same-dataset WGCNA_module_GO_enrichment_long.csv,high,TRUE
neuron_soma,synaptic_signaling_vesicle,module,WGCNA_m05,approved,Reviewed synaptic trafficking label plus significant synaptic signaling GO terms,Stage07 reviewed label + same-dataset WGCNA_module_GO_enrichment_long.csv,high,TRUE
neuron_soma,mitochondrial_respiration_oxphos,module,WGCNA_m06,approved,Reviewed mitochondrial label plus significant respiration and electron-transport GO terms; generic metabolism is not used,Stage07 reviewed label + same-dataset WGCNA_module_GO_enrichment_long.csv,high,TRUE
neuron_soma,synaptic_signaling_vesicle,module,WGCNA_m06,approved,Reviewed secondary synaptic annotation plus significant synaptic vesicle transport GO terms,Stage07 reviewed label + same-dataset WGCNA_module_GO_enrichment_long.csv,moderate,TRUE
neuron_soma,synaptic_signaling_vesicle,module,WGCNA_m07,approved,Reviewed synaptic trafficking label plus significant synaptic signaling GO terms,Stage07 reviewed label + same-dataset WGCNA_module_GO_enrichment_long.csv,high,TRUE
neuron_soma,mitochondrial_respiration_oxphos,supermodule,SM01,approved,Genuine two-module mitochondrial block with reviewed label and respiration/OXPHOS GO support in member m06,Stage07 reviewed supermodule label + canonical membership + same-dataset module GO,moderate,TRUE
neuron_soma,synaptic_signaling_vesicle,supermodule,SM02,approved,Genuine two-module synaptic block with reviewed label and synaptic-theme GO support in members m05 and m07,Stage07 reviewed supermodule label + canonical membership + same-dataset module GO,high,TRUE
neuron_soma,autophagy_lysosome_endosome,module,WGCNA_m01,manual_review_candidate,Autophagy/endosomal GO evidence is present but conflicts with the reviewed mitochondrial/energy label,Same-dataset WGCNA_module_GO_enrichment_long.csv,low,FALSE
neuron_soma,chromatin_organization,module,WGCNA_m02,manual_review_candidate,Strong chromatin GO enrichment is present but the reviewed primary identity is RNA/RNP regulation,Same-dataset WGCNA_module_GO_enrichment_long.csv,moderate,FALSE
neuron_soma,ribosome_translation,module,WGCNA_m02,manual_review_candidate,Ribosome and translation GO enrichment is present but the reviewed primary identity is RNA/RNP regulation,Same-dataset WGCNA_module_GO_enrichment_long.csv,moderate,FALSE
neuron_soma,autophagy_lysosome_endosome,module,WGCNA_m04,manual_review_candidate,Autophagy/endosomal GO evidence is present but conflicts with the reviewed mitochondrial/energy label,Same-dataset WGCNA_module_GO_enrichment_long.csv,low,FALSE
neuron_soma,ribosome_translation,module,WGCNA_m04,manual_review_candidate,A narrow translation-related GO term is insufficient to override the reviewed mitochondrial/energy identity; remains unapproved and unmatched,Same-dataset WGCNA_module_GO_enrichment_long.csv,low,FALSE,secondary_multifunctional
neuron_soma,autophagy_lysosome_endosome,module,WGCNA_m06,manual_review_candidate,Autophagy GO enrichment is present alongside an approved mitochondrial identity and requires manual biological review,Same-dataset WGCNA_module_GO_enrichment_long.csv,moderate,FALSE
